ticker,exists,rows,elapsed_s,note
5225.T,no,0,1.22,empty-history
5226.T,no,0,1.00,empty-history
5227.T,no,0,1.05,empty-history
5228.T,no,0,0.98,empty-history
5229.T,no,0,1.01,empty-history
5230.T,no,0,0.98,empty-history
5231.T,no,0,1.04,empty-history
5232.T,yes,23,0.16,
5233.T,yes,23,0.15,
5234.T,no,0,0.11,empty-history
5235.T,no,0,1.20,empty-history
5236.T,no,0,0.99,empty-history
5238.T,no,0,0.99,empty-history
5239.T,no,0,0.99,empty-history
5242.T,yes,23,0.11,
5245.T,no,0,1.01,empty-history
5251.T,yes,22,0.12,
5257.T,yes,23,0.12,
5258.T,yes,23,0.12,
5260.T,no,0,1.00,empty-history
5261.T,yes,23,0.14,
5262.T,yes,23,0.16,
5263.T,no,0,1.00,empty-history
5264.T,no,0,1.30,empty-history
5265.T,no,0,1.03,empty-history
5266.T,no,0,0.11,empty-history
5267.T,no,0,0.11,empty-history
5268.T,yes,23,0.16,
5270.T,no,0,0.99,empty-history
5272.T,no,0,0.97,empty-history
5274.T,no,0,0.99,empty-history
5275.T,no,0,1.01,empty-history
5276.T,no,0,0.11,empty-history
5277.T,no,0,0.98,empty-history
5278.T,no,0,0.99,empty-history
5279.T,yes,23,0.14,
5280.T,yes,23,0.14,
5281.T,no,0,1.00,empty-history
5282.T,yes,23,0.17,
5283.T,yes,23,0.14,
5284.T,yes,23,0.16,
5286.T,no,0,0.97,empty-history
5287.T,yes,23,0.14,
5289.T,no,0,0.12,empty-history
5290.T,yes,23,0.25,
5291.T,no,0,0.96,empty-history
5292.T,no,0,1.01,empty-history
5293.T,no,0,1.00,empty-history
5294.T,no,0,1.10,empty-history
5295.T,no,0,1.27,empty-history
5296.T,no,0,1.37,empty-history
5297.T,no,0,1.18,empty-history
5298.T,no,0,1.00,empty-history
5299.T,no,0,1.08,empty-history
5300.T,no,0,1.29,empty-history
5303.T,no,0,1.13,empty-history
5305.T,no,0,0.98,empty-history
5306.T,no,0,1.22,empty-history
5307.T,no,0,0.99,empty-history
5308.T,no,0,1.29,empty-history
5309.T,no,0,1.02,empty-history
5311.T,no,0,0.99,empty-history
5312.T,no,0,0.99,empty-history
5313.T,no,0,1.10,empty-history
5314.T,no,0,1.20,empty-history
5315.T,no,0,0.98,empty-history
5316.T,no,0,0.99,empty-history
5317.T,no,0,1.03,empty-history
5318.T,no,0,1.00,empty-history
5319.T,no,0,1.07,empty-history
5320.T,no,0,1.01,empty-history
5321.T,no,0,0.98,empty-history
5322.T,no,0,1.00,empty-history
5323.T,no,0,0.99,empty-history
5324.T,no,0,0.98,empty-history
5325.T,no,0,0.99,empty-history
5326.T,no,0,1.19,empty-history
5327.T,no,0,1.09,empty-history
5328.T,no,0,1.00,empty-history
5329.T,no,0,1.12,empty-history
5330.T,no,0,0.98,empty-history
5333.T,yes,23,0.16,
5334.T,yes,23,0.16,
5335.T,no,0,0.99,empty-history
5336.T,no,0,1.00,empty-history
5338.T,no,0,0.99,empty-history
5339.T,no,0,1.36,empty-history
5340.T,no,0,1.51,empty-history
5342.T,no,0,1.02,empty-history
5343.T,no,0,1.20,empty-history
5345.T,no,0,0.11,empty-history
5346.T,no,0,1.14,empty-history
5347.T,no,0,1.12,empty-history
5348.T,no,0,0.97,empty-history
5349.T,no,0,0.97,empty-history
5350.T,no,0,0.98,empty-history
5352.T,yes,23,0.15,
5353.T,no,0,1.01,empty-history
5354.T,no,0,1.23,empty-history
5356.T,yes,23,0.11,
5358.T,no,0,1.00,empty-history
5359.T,no,0,0.98,empty-history
5360.T,no,0,1.00,empty-history
5361.T,no,0,0.11,empty-history
5362.T,no,0,0.98,empty-history
5364.T,no,0,1.00,empty-history
5365.T,no,0,1.01,empty-history
5366.T,no,0,1.00,empty-history
5368.T,yes,23,0.26,
5369.T,no,0,1.21,empty-history
5370.T,no,0,1.40,empty-history
5371.T,no,0,0.98,empty-history
5372.T,no,0,0.98,empty-history
5373.T,no,0,1.34,empty-history
5374.T,no,0,0.98,empty-history
5375.T,no,0,0.98,empty-history
5376.T,no,0,1.01,empty-history
5377.T,no,0,1.31,empty-history
5378.T,no,0,1.00,empty-history
5379.T,no,0,1.05,empty-history
5380.T,yes,23,0.15,
5381.T,yes,23,0.14,
5382.T,no,0,1.76,empty-history
5383.T,no,0,1.01,empty-history
5385.T,no,0,0.99,empty-history
5386.T,yes,23,0.15,
5387.T,no,0,1.00,empty-history
5388.T,yes,23,0.15,
5389.T,no,0,0.99,empty-history
5390.T,no,0,0.11,empty-history
5392.T,no,0,1.13,empty-history
5393.T,yes,23,0.15,
5394.T,no,0,1.00,empty-history
5395.T,no,0,1.01,empty-history
5396.T,no,0,1.17,empty-history
5397.T,no,0,0.97,empty-history
5398.T,no,0,0.97,empty-history
5399.T,no,0,0.98,empty-history
5400.T,no,0,0.98,empty-history
5402.T,no,0,0.99,empty-history
5403.T,no,0,0.10,empty-history
5404.T,no,0,0.11,empty-history
5405.T,no,0,0.10,empty-history
5406.T,yes,23,0.18,
5407.T,no,0,0.11,empty-history
5409.T,no,0,1.21,empty-history
5410.T,yes,23,0.17,
5412.T,no,0,1.32,empty-history
5413.T,no,0,0.11,empty-history
5414.T,no,0,1.12,empty-history
5415.T,no,0,1.22,empty-history
5416.T,no,0,1.14,empty-history
5417.T,no,0,1.02,empty-history
5418.T,no,0,0.99,empty-history
5419.T,no,0,0.99,empty-history
5420.T,no,0,1.36,empty-history
5421.T,no,0,0.98,empty-history
5422.T,no,0,1.00,empty-history
5424.T,no,0,1.27,empty-history
5425.T,no,0,0.99,empty-history
5426.T,no,0,1.11,empty-history
5427.T,no,0,1.00,empty-history
5428.T,no,0,0.99,empty-history
5429.T,no,0,1.00,empty-history
5430.T,no,0,0.99,empty-history
5431.T,no,0,1.00,empty-history
5432.T,no,0,1.00,empty-history
5433.T,no,0,1.02,empty-history
5434.T,no,0,1.01,empty-history
5435.T,no,0,0.98,empty-history
5436.T,no,0,1.50,empty-history
5437.T,no,0,0.98,empty-history
5438.T,no,0,1.12,empty-history
5439.T,no,0,1.00,empty-history
5441.T,no,0,0.99,empty-history
5442.T,no,0,0.98,empty-history
5443.T,no,0,0.99,empty-history
5445.T,yes,23,0.14,
5446.T,yes,23,0.15,
5447.T,no,0,0.99,empty-history
5448.T,no,0,0.99,empty-history
5450.T,no,0,1.12,empty-history
5451.T,yes,23,0.15,
5452.T,no,0,1.18,empty-history
5453.T,no,0,0.13,empty-history
5454.T,no,0,0.11,empty-history
5455.T,no,0,0.98,empty-history
5456.T,no,0,1.33,empty-history
5457.T,no,0,0.11,empty-history
5458.T,yes,23,0.12,
5459.T,no,0,1.50,empty-history
5460.T,no,0,1.04,empty-history
5462.T,no,0,0.10,empty-history
5463.T,yes,23,0.15,
5464.T,yes,23,0.16,
5465.T,no,0,0.98,empty-history
5466.T,no,0,1.22,empty-history
5467.T,no,0,0.99,empty-history
5468.T,no,0,1.55,empty-history
5469.T,no,0,1.01,empty-history
5470.T,no,0,1.49,empty-history
5471.T,yes,23,0.16,
5472.T,no,0,0.98,empty-history
5473.T,no,0,0.99,empty-history
5474.T,no,0,0.98,empty-history
5475.T,no,0,1.16,empty-history
5477.T,no,0,1.61,empty-history
5478.T,no,0,1.31,empty-history
5479.T,no,0,0.11,empty-history
5480.T,yes,23,0.12,
5481.T,no,0,0.99,empty-history
5483.T,no,0,0.98,empty-history
5484.T,yes,23,0.15,
5485.T,no,0,1.01,empty-history
5486.T,no,0,1.00,empty-history
5487.T,no,0,1.02,empty-history
5488.T,no,0,1.08,empty-history
5489.T,no,0,1.38,empty-history
5490.T,no,0,0.98,empty-history
5492.T,no,0,1.13,empty-history
5493.T,no,0,0.98,empty-history
5494.T,no,0,0.98,empty-history
5495.T,no,0,0.99,empty-history
5496.T,no,0,0.97,empty-history
5497.T,no,0,1.00,empty-history
5498.T,no,0,1.30,empty-history
5499.T,no,0,0.98,empty-history
5500.T,no,0,0.99,empty-history
5501.T,no,0,1.42,empty-history
5502.T,no,0,0.98,empty-history
5503.T,no,0,0.99,empty-history
5504.T,no,0,0.99,empty-history
5505.T,no,0,1.00,empty-history
5506.T,no,0,0.99,empty-history
5507.T,no,0,0.98,empty-history
5508.T,no,0,0.98,empty-history
5509.T,no,0,1.22,empty-history
5510.T,no,0,0.99,empty-history
5511.T,no,0,0.98,empty-history
5512.T,no,0,1.13,empty-history
5513.T,no,0,1.12,empty-history
5514.T,no,0,1.30,empty-history
5515.T,no,0,1.00,empty-history
5516.T,no,0,1.13,empty-history
5517.T,no,0,1.36,empty-history
5518.T,no,0,1.01,empty-history
5519.T,no,0,0.98,empty-history
5520.T,no,0,1.18,empty-history
5521.T,no,0,1.35,empty-history
5522.T,no,0,1.17,empty-history
5523.T,no,0,0.99,empty-history
5524.T,no,0,1.01,empty-history
5525.T,yes,22,0.13,
5526.T,no,0,0.98,empty-history
5530.T,no,0,1.08,empty-history
5537.T,yes,23,0.11,
5538.T,no,0,0.98,empty-history
5539.T,no,0,1.09,empty-history
5540.T,no,0,1.27,empty-history
5541.T,yes,23,0.15,
5543.T,no,0,1.11,empty-history
5544.T,no,0,0.99,empty-history
5545.T,no,0,1.28,empty-history
5546.T,no,0,0.99,empty-history
5547.T,no,0,0.98,empty-history
5548.T,no,0,1.27,empty-history
5549.T,no,0,1.13,empty-history
5550.T,no,0,1.09,empty-history
5551.T,no,0,1.28,empty-history
5552.T,no,0,1.11,empty-history
5553.T,no,0,1.66,empty-history
5554.T,no,0,1.19,empty-history
5555.T,no,0,1.19,empty-history
5556.T,no,0,1.58,empty-history
5557.T,no,0,1.02,empty-history
5558.T,no,0,0.98,empty-history
5559.T,no,0,1.03,empty-history
5560.T,no,0,1.47,empty-history
5561.T,no,0,1.01,empty-history
5562.T,no,0,0.11,empty-history
5564.T,no,0,1.05,empty-history
5565.T,no,0,1.34,empty-history
5566.T,no,0,0.24,empty-history
5567.T,no,0,1.00,empty-history
5568.T,no,0,0.98,empty-history
5569.T,no,0,1.14,empty-history
5572.T,yes,23,0.11,
5573.T,yes,22,0.12,
5574.T,yes,23,0.12,
5577.T,no,0,0.10,empty-history
5578.T,yes,23,0.12,
5579.T,no,0,0.99,empty-history
5580.T,yes,23,0.12,
5581.T,yes,22,0.12,
5583.T,no,0,0.99,empty-history
5584.T,yes,22,0.11,
5585.T,no,0,0.99,empty-history
5586.T,yes,23,0.11,
5587.T,yes,23,0.12,
5589.T,yes,23,0.12,
5590.T,yes,23,0.11,
5593.T,no,0,1.14,empty-history
5595.T,yes,22,0.11,
5596.T,yes,23,0.11,
5597.T,yes,23,0.12,
5598.T,yes,22,0.11,
5600.T,no,0,1.18,empty-history
5601.T,no,0,0.99,empty-history
5602.T,yes,23,0.15,
5604.T,no,0,0.99,empty-history
5605.T,no,0,0.11,empty-history
5606.T,no,0,0.11,empty-history
5607.T,no,0,0.99,empty-history
5608.T,no,0,0.11,empty-history
5609.T,yes,23,0.15,
5610.T,no,0,1.12,empty-history
5611.T,no,0,1.01,empty-history
5613.T,no,0,1.57,empty-history
5614.T,no,0,0.99,empty-history
5615.T,no,0,1.03,empty-history
5617.T,yes,22,0.11,
5618.T,yes,23,0.12,
5621.T,yes,23,0.12,
5623.T,no,0,1.00,empty-history
5624.T,no,0,1.41,empty-history
5625.T,no,0,0.99,empty-history
5626.T,no,0,1.20,empty-history
5627.T,no,0,1.00,empty-history
5628.T,no,0,1.08,empty-history
5629.T,no,0,1.43,empty-history
5630.T,no,0,0.99,empty-history
5631.T,yes,23,0.16,
5633.T,no,0,0.11,empty-history
5634.T,no,0,1.25,empty-history
5635.T,no,0,1.12,empty-history
5636.T,no,0,0.98,empty-history
5637.T,no,0,1.18,empty-history
5638.T,no,0,1.19,empty-history
5639.T,no,0,1.20,empty-history
5640.T,no,0,1.00,empty-history
5641.T,no,0,0.10,empty-history
5642.T,no,0,1.28,empty-history
5643.T,no,0,1.11,empty-history
5644.T,yes,23,0.15,
5645.T,no,0,0.98,empty-history
5646.T,no,0,0.97,empty-history
5647.T,no,0,0.99,empty-history
5648.T,no,0,0.99,empty-history
5649.T,no,0,0.98,empty-history
5650.T,no,0,0.98,empty-history
5651.T,no,0,0.97,empty-history
5652.T,no,0,0.99,empty-history
5653.T,no,0,0.99,empty-history
5654.T,no,0,0.99,empty-history
5655.T,no,0,0.98,empty-history
5656.T,no,0,1.01,empty-history
5657.T,no,0,0.11,empty-history
5660.T,yes,23,0.15,
5661.T,no,0,1.36,empty-history
5662.T,no,0,1.05,empty-history
5663.T,no,0,1.18,empty-history
5664.T,no,0,0.97,empty-history
5665.T,no,0,0.98,empty-history
5666.T,no,0,0.98,empty-history
5667.T,no,0,0.99,empty-history
5668.T,no,0,1.66,empty-history
5669.T,no,0,0.99,empty-history
5670.T,no,0,0.99,empty-history
5671.T,no,0,0.99,empty-history
5672.T,no,0,0.99,empty-history
5673.T,no,0,1.02,empty-history
5674.T,no,0,1.08,empty-history
5675.T,no,0,1.18,empty-history
5676.T,no,0,0.99,empty-history
5677.T,no,0,0.99,empty-history
5678.T,no,0,1.00,empty-history
5679.T,no,0,1.00,empty-history
5680.T,no,0,0.98,empty-history
5681.T,no,0,0.98,empty-history
5682.T,no,0,0.99,empty-history
5683.T,no,0,1.03,empty-history
5684.T,no,0,1.12,empty-history
5685.T,no,0,1.48,empty-history
5686.T,no,0,0.99,empty-history
5687.T,no,0,0.98,empty-history
5688.T,no,0,0.99,empty-history
5689.T,no,0,0.99,empty-history
5690.T,no,0,1.24,empty-history
5691.T,no,0,0.12,empty-history
5692.T,no,0,0.99,empty-history
5693.T,no,0,1.02,empty-history
5694.T,no,0,1.00,empty-history
5696.T,no,0,1.37,empty-history
5700.T,no,0,1.00,empty-history
5701.T,no,0,0.10,empty-history
5702.T,yes,23,0.14,
5705.T,no,0,0.99,empty-history
5706.T,yes,23,0.16,
5708.T,no,0,1.19,empty-history
5709.T,no,0,1.04,empty-history
5710.T,no,0,0.98,empty-history
5712.T,no,0,1.37,empty-history
5714.T,yes,23,0.15,
5716.T,no,0,0.11,empty-history
5717.T,no,0,1.00,empty-history
5718.T,no,0,1.00,empty-history
5719.T,no,0,1.09,empty-history
5720.T,no,0,0.99,empty-history
5721.T,yes,23,0.12,
5722.T,no,0,0.99,empty-history
5723.T,no,0,1.38,empty-history
5724.T,yes,23,0.13,
5725.T,no,0,0.99,empty-history
5727.T,yes,23,0.16,
5728.T,no,0,0.11,empty-history
5730.T,no,0,1.02,empty-history
5731.T,no,0,1.11,empty-history
5732.T,no,0,1.24,empty-history
5733.T,no,0,1.27,empty-history
5734.T,no,0,0.98,empty-history
5735.T,no,0,0.98,empty-history
5736.T,no,0,1.00,empty-history
5737.T,no,0,1.00,empty-history
5738.T,no,0,0.11,empty-history
5739.T,no,0,0.11,empty-history
5740.T,no,0,1.11,empty-history
5741.T,yes,23,0.14,
5742.T,yes,23,0.13,
5743.T,no,0,1.29,empty-history
5744.T,no,0,1.01,empty-history
5745.T,no,0,0.98,empty-history
5746.T,no,0,1.12,empty-history
5747.T,no,0,1.05,empty-history
5748.T,no,0,1.21,empty-history
5749.T,no,0,0.98,empty-history
5750.T,no,0,1.05,empty-history
5751.T,no,0,0.99,empty-history
5752.T,no,0,1.01,empty-history
5753.T,yes,23,0.15,
5754.T,no,0,0.99,empty-history
5755.T,no,0,1.04,empty-history
5756.T,no,0,1.49,empty-history
5758.T,no,0,0.98,empty-history
5759.T,no,0,1.13,empty-history
5760.T,no,0,1.02,empty-history
5761.T,no,0,0.98,empty-history
5762.T,no,0,1.00,empty-history
5763.T,no,0,1.35,empty-history
5764.T,no,0,0.97,empty-history
5765.T,no,0,1.00,empty-history
5766.T,no,0,0.99,empty-history
5767.T,no,0,1.27,empty-history
5768.T,no,0,1.00,empty-history
5769.T,no,0,0.99,empty-history
5770.T,no,0,1.00,empty-history
5771.T,no,0,0.13,empty-history
5772.T,no,0,1.02,empty-history
5773.T,no,0,1.19,empty-history
5774.T,no,0,1.21,empty-history
5775.T,no,0,1.19,empty-history
5776.T,no,0,1.00,empty-history
5777.T,no,0,0.99,empty-history
5778.T,no,0,1.12,empty-history
5779.T,no,0,0.99,empty-history
5780.T,no,0,1.00,empty-history
5781.T,no,0,0.97,empty-history
5782.T,no,0,1.31,empty-history
5783.T,no,0,0.97,empty-history
5784.T,no,0,0.98,empty-history
5785.T,no,0,0.98,empty-history
5786.T,no,0,1.12,empty-history
5787.T,no,0,0.98,empty-history
5788.T,no,0,0.99,empty-history
5789.T,no,0,0.98,empty-history
5790.T,no,0,0.99,empty-history
5791.T,no,0,1.18,empty-history
5792.T,no,0,0.99,empty-history
5793.T,no,0,1.00,empty-history
5794.T,no,0,0.98,empty-history
5795.T,no,0,1.00,empty-history
5796.T,no,0,0.99,empty-history
5797.T,no,0,1.01,empty-history
5798.T,no,0,0.99,empty-history
5799.T,no,0,1.00,empty-history
5800.T,no,0,0.99,empty-history
5801.T,yes,23,0.15,
5802.T,yes,23,0.16,
5804.T,no,0,0.11,empty-history
5805.T,yes,23,0.15,
5806.T,no,0,1.29,empty-history
5807.T,no,0,0.98,empty-history
5808.T,no,0,0.11,empty-history
5809.T,no,0,1.00,empty-history
5810.T,no,0,0.11,empty-history
5811.T,no,0,0.99,empty-history
5812.T,no,0,0.11,empty-history
5813.T,no,0,0.98,empty-history
5814.T,no,0,0.99,empty-history
5815.T,no,0,0.12,empty-history
5818.T,no,0,0.98,empty-history
5821.T,yes,23,0.14,
5822.T,no,0,1.01,empty-history
5823.T,no,0,1.13,empty-history
5824.T,no,0,0.98,empty-history
5825.T,no,0,1.14,empty-history
5826.T,no,0,1.12,empty-history
5827.T,no,0,1.00,empty-history
5828.T,no,0,0.99,empty-history
5829.T,no,0,1.21,empty-history
5830.T,yes,23,0.12,
5831.T,yes,23,0.12,
5833.T,no,0,1.04,empty-history
5834.T,yes,23,0.12,
5835.T,no,0,1.08,empty-history
5836.T,no,0,1.13,empty-history
5837.T,no,0,0.99,empty-history
5838.T,yes,23,0.11,
5839.T,no,0,1.29,empty-history
5840.T,yes,22,0.12,
5841.T,no,0,1.01,empty-history
5842.T,yes,23,0.11,
5844.T,yes,23,0.12,
5845.T,yes,23,0.12,
5846.T,no,0,1.00,empty-history
5847.T,no,0,0.99,empty-history
5848.T,no,0,1.01,empty-history
5849.T,no,0,1.19,empty-history
5850.T,no,0,0.99,empty-history
5851.T,yes,23,0.16,
5853.T,no,0,0.11,empty-history
5854.T,no,0,0.11,empty-history
5855.T,no,0,0.10,empty-history
5856.T,yes,23,0.14,
5859.T,no,0,0.99,empty-history
5860.T,no,0,1.19,empty-history
5861.T,no,0,1.13,empty-history
5862.T,no,0,0.99,empty-history
5863.T,no,0,0.97,empty-history
5864.T,no,0,0.98,empty-history
5868.T,yes,23,0.12,
5869.T,yes,23,0.12,
5870.T,yes,23,0.12,
5872.T,no,0,1.01,empty-history
5873.T,no,0,0.99,empty-history
5874.T,no,0,0.98,empty-history
5875.T,no,0,1.46,empty-history
5876.T,no,0,0.99,empty-history
5877.T,no,0,1.01,empty-history
5878.T,no,0,0.98,empty-history
5879.T,no,0,1.00,empty-history
5880.T,no,0,1.11,empty-history
5882.T,no,0,1.12,empty-history
5883.T,yes,22,0.11,
5887.T,yes,22,0.13,
5889.T,yes,23,0.14,
5892.T,yes,23,0.12,
5893.T,yes,22,0.13,
5894.T,no,0,1.02,empty-history
5895.T,no,0,1.00,empty-history
5896.T,no,0,0.98,empty-history
5897.T,no,0,0.98,empty-history
5898.T,no,0,0.99,empty-history
5899.T,no,0,1.00,empty-history
5903.T,yes,23,0.15,
5904.T,no,0,0.99,empty-history
5907.T,no,0,0.98,empty-history
5908.T,no,0,0.11,empty-history
5909.T,yes,23,0.15,
5910.T,no,0,1.36,empty-history
5912.T,no,0,0.97,empty-history
5913.T,no,0,0.11,empty-history
5914.T,no,0,0.12,empty-history
5915.T,yes,23,0.15,
5916.T,no,0,0.11,empty-history
5917.T,no,0,0.10,empty-history
5919.T,no,0,0.10,empty-history
5920.T,no,0,1.00,empty-history
5921.T,yes,23,0.16,
5922.T,yes,23,0.15,
5924.T,no,0,1.00,empty-history
5925.T,no,0,1.14,empty-history
5926.T,no,0,0.99,empty-history
5927.T,no,0,1.00,empty-history
5931.T,no,0,0.11,empty-history
5934.T,no,0,1.12,empty-history
5935.T,no,0,1.19,empty-history
5936.T,yes,23,0.16,
5937.T,no,0,0.99,empty-history
5939.T,yes,23,0.15,
5942.T,yes,23,0.16,
5943.T,yes,23,0.15,
5944.T,no,0,0.11,empty-history
5947.T,yes,23,0.15,
5948.T,no,0,0.99,empty-history
5951.T,yes,23,0.16,
5953.T,no,0,0.99,empty-history
5954.T,no,0,1.02,empty-history
5960.T,no,0,1.00,empty-history
5961.T,no,0,1.00,empty-history
5963.T,no,0,0.11,empty-history
5964.T,no,0,1.03,empty-history
5967.T,yes,23,0.16,
5968.T,no,0,1.25,empty-history
5972.T,no,0,0.11,empty-history
5975.T,yes,23,0.15,
5977.T,no,0,0.11,empty-history
5978.T,no,0,1.01,empty-history
5979.T,no,0,1.10,empty-history
5980.T,no,0,1.00,empty-history
5981.T,yes,23,0.15,
5982.T,yes,23,0.15,
5984.T,yes,23,0.14,
5986.T,yes,23,0.19,
5987.T,yes,23,0.15,
5988.T,yes,23,0.17,
5993.T,no,0,1.38,empty-history
5995.T,no,0,1.18,empty-history
5996.T,no,0,0.11,empty-history
5997.T,yes,23,0.14,
5999.T,no,0,0.99,empty-history
6000.T,no,0,1.00,empty-history
6001.T,no,0,1.01,empty-history
6002.T,no,0,1.13,empty-history
6003.T,no,0,1.00,empty-history
6004.T,no,0,1.29,empty-history
6005.T,yes,23,0.16,
6006.T,no,0,1.15,empty-history
6007.T,no,0,1.14,empty-history
6008.T,no,0,0.99,empty-history
6009.T,no,0,0.98,empty-history
6010.T,no,0,1.16,empty-history
6011.T,no,0,0.11,empty-history
6012.T,no,0,1.11,empty-history
6014.T,no,0,1.00,empty-history
6015.T,no,0,0.98,empty-history
6016.T,yes,23,0.14,
6017.T,no,0,1.15,empty-history
6019.T,no,0,0.98,empty-history
6020.T,no,0,1.00,empty-history
6021.T,no,0,0.12,empty-history
6022.T,yes,23,0.15,
6024.T,no,0,1.28,empty-history
6025.T,no,0,1.29,empty-history
6026.T,no,0,1.02,empty-history
6028.T,yes,10,0.13,
6031.T,yes,23,0.12,
6032.T,no,0,1.00,empty-history
6041.T,no,0,0.11,empty-history
6042.T,yes,23,0.15,
6043.T,no,0,1.11,empty-history
6048.T,no,0,0.99,empty-history
6049.T,yes,23,0.11,
6050.T,yes,23,0.13,
6051.T,no,0,0.98,empty-history
6052.T,no,0,0.99,empty-history
6053.T,no,0,0.99,empty-history
6056.T,no,0,0.99,empty-history
6057.T,no,0,1.03,empty-history
6062.T,yes,23,0.13,
6064.T,no,0,1.17,empty-history
6065.T,no,0,1.00,empty-history
6066.T,no,0,1.09,empty-history
6067.T,no,0,1.46,empty-history
6068.T,no,0,0.98,empty-history
6071.T,yes,23,0.13,
6072.T,yes,23,0.13,
6073.T,yes,23,0.13,
6075.T,no,0,1.10,empty-history
6076.T,no,0,0.99,empty-history
6077.T,no,0,0.99,empty-history
6079.T,no,0,0.97,empty-history
6081.T,yes,23,0.12,
6082.T,yes,23,0.12,
6083.T,yes,23,0.13,
6084.T,no,0,0.11,empty-history
6087.T,yes,23,0.13,
6088.T,yes,23,0.13,
6093.T,yes,23,0.12,
6094.T,yes,23,0.12,
6095.T,no,0,0.71,empty-history
6097.T,no,0,1.18,empty-history
6099.T,yes,23,0.13,
6100.T,no,0,0.99,empty-history
6102.T,no,0,1.01,empty-history
6105.T,no,0,1.19,empty-history
6106.T,no,0,0.11,empty-history
6107.T,no,0,0.12,empty-history
6108.T,no,0,0.98,empty-history
6109.T,no,0,0.98,empty-history
6110.T,no,0,0.99,empty-history
6111.T,no,0,0.99,empty-history
6112.T,no,0,1.36,empty-history
6113.T,yes,23,0.15,
6114.T,no,0,0.12,empty-history
6115.T,no,0,0.99,empty-history
6116.T,no,0,0.99,empty-history
6117.T,no,0,1.77,empty-history
6119.T,no,0,0.24,empty-history
6120.T,no,0,1.25,empty-history
6121.T,no,0,0.98,empty-history
6122.T,no,0,1.03,empty-history
6123.T,no,0,1.00,empty-history
6124.T,no,0,1.37,empty-history
6126.T,no,0,0.98,empty-history
6127.T,no,0,1.00,empty-history
6128.T,no,0,0.99,empty-history
6129.T,no,0,0.99,empty-history
6130.T,no,0,0.11,empty-history
6131.T,no,0,1.36,empty-history
6132.T,no,0,0.98,empty-history
6133.T,no,0,1.13,empty-history
6136.T,yes,23,0.15,
6139.T,no,0,0.11,empty-history
6142.T,no,0,1.12,empty-history
6145.T,yes,23,0.15,
6147.T,yes,23,0.12,
6148.T,no,0,0.99,empty-history
6152.T,no,0,1.12,empty-history
6153.T,no,0,1.08,empty-history
6154.T,no,0,0.99,empty-history
6156.T,yes,23,0.14,
6158.T,yes,23,0.15,
6159.T,yes,23,0.14,
6160.T,no,0,1.00,empty-history
6161.T,yes,23,0.14,
6162.T,no,0,0.98,empty-history
6163.T,no,0,1.18,empty-history
6164.T,no,0,0.99,empty-history
6165.T,yes,23,0.13,
6167.T,yes,23,0.13,
6168.T,yes,22,0.12,
6169.T,no,0,0.99,empty-history
6170.T,no,0,0.97,empty-history
6172.T,no,0,1.39,empty-history
6175.T,no,0,1.13,empty-history
6176.T,yes,23,0.11,
6179.T,no,0,0.11,empty-history
6181.T,yes,23,0.11,
6183.T,yes,23,0.13,
6186.T,yes,23,0.14,
6187.T,no,0,0.98,empty-history
6188.T,no,0,0.98,empty-history
6189.T,yes,23,0.12,
6190.T,yes,23,0.13,
6192.T,no,0,0.99,empty-history
6194.T,yes,23,0.12,
6196.T,yes,23,0.13,
6200.T,yes,23,0.13,
6201.T,yes,23,0.15,
6202.T,no,0,0.99,empty-history
6204.T,no,0,0.11,empty-history
6205.T,no,0,0.97,empty-history
6206.T,no,0,0.11,empty-history
6207.T,no,0,1.35,empty-history
6208.T,yes,23,0.12,
6211.T,no,0,0.11,empty-history
6212.T,no,0,0.98,empty-history
6213.T,no,0,0.11,empty-history
6214.T,no,0,0.11,empty-history
6215.T,no,0,0.98,empty-history
6216.T,no,0,1.12,empty-history
6218.T,yes,23,0.12,
6219.T,no,0,1.18,empty-history
6220.T,no,0,1.12,empty-history
6221.T,no,0,0.11,empty-history
6223.T,yes,23,0.12,
6225.T,no,0,1.02,empty-history
6226.T,yes,23,0.13,
6232.T,yes,23,0.12,
6234.T,no,0,1.02,empty-history
6235.T,yes,23,0.15,
6236.T,no,0,1.21,empty-history
6241.T,no,0,1.25,empty-history
6242.T,no,0,0.11,empty-history
6243.T,no,0,1.13,empty-history
6244.T,no,0,1.00,empty-history
6248.T,yes,23,0.14,
6251.T,no,0,1.06,empty-history
6252.T,no,0,0.99,empty-history
6253.T,no,0,1.12,empty-history
6256.T,no,0,1.33,empty-history
6259.T,no,0,0.11,empty-history
6260.T,no,0,1.04,empty-history
6261.T,no,0,0.99,empty-history
6262.T,yes,23,0.14,
6263.T,no,0,0.98,empty-history
6264.T,yes,23,0.14,
6265.T,yes,23,0.13,
6268.T,yes,23,0.14,
6269.T,yes,23,0.14,
6270.T,no,0,1.15,empty-history
6271.T,no,0,0.99,empty-history
6274.T,no,0,0.99,empty-history
6275.T,no,0,1.23,empty-history
6279.T,yes,23,0.18,
6280.T,no,0,1.00,empty-history
6281.T,no,0,0.99,empty-history
6283.T,no,0,0.99,empty-history
6284.T,yes,23,0.15,
6285.T,no,0,0.99,empty-history
6288.T,no,0,0.98,empty-history
6290.T,no,0,1.35,empty-history
6294.T,yes,23,0.15,
6295.T,no,0,1.12,empty-history
6296.T,no,0,0.98,empty-history
